code_sous_classe,libelle_sous_classe,code_sous_classe_short,code_classe,libelle_classe,code_classe_short,code_groupe,libelle_groupe,code_groupe_short,code_division,libelle_division,code_section,libelle_section
43.11Z,Travaux de démolition,4311Z,43.11,Travaux de démolition,4311,43.1,Démolition et préparation des sites,431,43,Travaux de construction spécialisés,F,Construction
43.12A,Travaux de terrassement courants et travaux préparatoires,4312A,43.12,Travaux de préparation des sites,4312,43.1,Démolition et préparation des sites,431,43,Travaux de construction spécialisés,F,Construction
43.12B,Travaux de terrassement spécialisés ou de grande masse,4312B,43.12,Travaux de préparation des sites,4312,43.1,Démolition et préparation des sites,431,43,Travaux de construction spécialisés,F,Construction
43.13Z,Forages et sondages,4313Z,43.13,Forages et sondages,4313,43.1,Démolition et préparation des sites,431,43,Travaux de construction spécialisés,F,Construction
43.21A,Travaux d'installation électrique dans tous locaux,4321A,43.21,Installation électrique,4321,43.2,"Travaux d'installation électrique, plomberie et autres travaux d'installation",432,43,Travaux de construction spécialisés,F,Construction
43.21B,Travaux d'installation électrique sur la voie publique,4321B,43.21,Installation électrique,4321,43.2,"Travaux d'installation électrique, plomberie et autres travaux d'installation",432,43,Travaux de construction spécialisés,F,Construction
43.22A,Travaux d'installation d'eau et de gaz en tous locaux,4322A,43.22,Travaux de plomberie et installation de chauffage et de conditionnement d'air,4322,43.2,"Travaux d'installation électrique, plomberie et autres travaux d'installation",432,43,Travaux de construction spécialisés,F,Construction
43.22B,Travaux d'installation d'équipements thermiques et de climatisation,4322B,43.22,Travaux de plomberie et installation de chauffage et de conditionnement d'air,4322,43.2,"Travaux d'installation électrique, plomberie et autres travaux d'installation",432,43,Travaux de construction spécialisés,F,Construction
43.29A,Travaux d'isolation,4329A,43.29,Autres travaux d'installation,4329,43.2,"Travaux d'installation électrique, plomberie et autres travaux d'installation",432,43,Travaux de construction spécialisés,F,Construction
43.29B,Autres travaux d'installation n.c.a.,4329B,43.29,Autres travaux d'installation,4329,43.2,"Travaux d'installation électrique, plomberie et autres travaux d'installation",432,43,Travaux de construction spécialisés,F,Construction
43.31Z,Travaux de plâtrerie,4331Z,43.31,Travaux de plâtrerie,4331,43.3,Travaux de finition,433,43,Travaux de construction spécialisés,F,Construction
43.32A,Travaux de menuiserie bois et PVC,4332A,43.32,Travaux de menuiserie,4332,43.3,Travaux de finition,433,43,Travaux de construction spécialisés,F,Construction
43.32B,Travaux de menuiserie métallique et serrurerie,4332B,43.32,Travaux de menuiserie,4332,43.3,Travaux de finition,433,43,Travaux de construction spécialisés,F,Construction
43.32C,Agencement de lieux de vente,4332C,43.32,Travaux de menuiserie,4332,43.3,Travaux de finition,433,43,Travaux de construction spécialisés,F,Construction
43.33Z,Travaux de revêtement des sols et des murs,4333Z,43.33,Travaux de revêtement des sols et des murs,4333,43.3,Travaux de finition,433,43,Travaux de construction spécialisés,F,Construction
43.34Z,Travaux de peinture et vitrerie,4334Z,43.34,Travaux de peinture et vitrerie,4334,43.3,Travaux de finition,433,43,Travaux de construction spécialisés,F,Construction
43.39Z,Autres travaux de finition,4339Z,43.39,Autres travaux de finition,4339,43.3,Travaux de finition,433,43,Travaux de construction spécialisés,F,Construction
43.91A,Travaux de charpente,4391A,43.91,Travaux de couverture,4391,43.9,Autres travaux de construction spécialisés,439,43,Travaux de construction spécialisés,F,Construction
43.91B,Travaux de couverture par éléments,4391B,43.91,Travaux de couverture,4391,43.9,Autres travaux de construction spécialisés,439,43,Travaux de construction spécialisés,F,Construction
43.99A,Travaux d'étanchéification,4399A,43.99,Autres travaux de construction spécialisés n.c.a.,4399,43.9,Autres travaux de construction spécialisés,439,43,Travaux de construction spécialisés,F,Construction
43.99B,Travaux de montage de structures métalliques,4399B,43.99,Autres travaux de construction spécialisés n.c.a.,4399,43.9,Autres travaux de construction spécialisés,439,43,Travaux de construction spécialisés,F,Construction
43.99C,Travaux de maçonnerie générale et gros œuvre de bâtiment,4399C,43.99,Autres travaux de construction spécialisés n.c.a.,4399,43.9,Autres travaux de construction spécialisés,439,43,Travaux de construction spécialisés,F,Construction
